level,cluster_id,feature_name,cluster_mean,global_mean,deviation_pct,abs_deviation_pct,cluster_size
1,0,dept_pct_international,0.015930564289986755,0.008016383577237395,98.7250751725723,98.7250751725723,45878
1,0,dept_pct_canned_goods,0.059075496422120025,0.032230478311650095,83.29078411711463,83.29078411711463,45878
1,0,dept_pct_dry_goods_pasta,0.043563669034103844,0.025156614043388075,73.16984296443385,73.16984296443385,45878
1,0,total_products_purchased,56.575635380792534,157.28939571017753,-64.03086481110324,64.03086481110324,45878
1,0,total_orders,6.016652861938184,15.590367054784224,-61.4078819260907,61.4078819260907,45878
1,0,dept_pct_pantry,0.09576180898051187,0.06068342885544112,57.80553404230632,57.80553404230632,45878
1,0,reorder_rate,0.22204170359820527,0.43224927158749954,-48.63109825894577,48.63109825894577,45878
1,0,dept_pct_meat_seafood,0.031524039874234286,0.022272585542620623,41.53740621586192,41.53740621586192,45878
1,0,product_exploration_rate,0.7779582964017946,0.5677507284125339,37.02462321396116,37.02462321396116,45878
1,0,unique_products,42.49372248136362,64.53623750660738,-34.15525273376371,34.15525273376371,45878
1,1,dept_pct_pets,0.03305375667066991,0.003263264849710491,912.9045049347546,912.9045049347546,7518
1,1,dept_pct_personal_care,0.13402991549421295,0.017010392158749745,687.9296035234032,687.9296035234032,7518
1,1,dept_pct_household,0.22836118488659604,0.029298901188258005,679.418939363212,679.418939363212,7518
1,1,dept_pct_other,0.00920086092145991,0.0013609678402277338,576.0527801979737,576.0527801979737,7518
1,1,dept_pct_babies,0.02111505679958602,0.008967169019383948,135.47071270701488,135.47071270701488,7518
1,1,dept_pct_bulk,0.00013278672953105202,0.0009623169311968285,-86.20135163101558,86.20135163101558,7518
1,1,dept_pct_produce,0.08361228387551285,0.27897390404229416,-70.02863613263386,70.02863613263386,7518
1,1,total_products_purchased,49.672386272944934,157.28939571017753,-68.41974880209241,68.41974880209241,7518
1,1,dept_pct_deli,0.011279093069225957,0.030989727431604948,-63.60376807405236,63.60376807405236,7518
1,1,dept_pct_meat_seafood,0.00944059082432809,0.022272585542620623,-57.6134041274074,57.6134041274074,7518
1,2,dept_pct_alcohol,0.0042743217304731925,0.008728342273681565,-51.02939829294403,51.02939829294403,54860
1,2,dept_pct_babies,0.013365392827091394,0.008967169019383948,49.04807524203004,49.04807524203004,54860
1,2,unique_products,94.94852351440029,64.53623750660738,47.12435552921602,47.12435552921602,54860
1,2,unique_aisles,39.90023696682464,27.783700032491307,43.610235210442816,43.610235210442816,54860
1,2,avg_basket_size,13.467591417467542,9.951586064751108,35.33110531164732,35.33110531164732,54860
1,2,total_products_purchased,212.04301859278164,157.28939571017753,34.8107529025628,34.8107529025628,54860
1,2,unique_departments,13.807036091870215,10.827796070976534,27.51474077794476,27.51474077794476,54860
1,2,dept_pct_dry_goods_pasta,0.030767647578026254,0.025156614043388075,22.304406805147647,22.304406805147647,54860
1,2,dept_pct_household,0.02307326113356572,0.029298901188258005,-21.24871514699435,21.24871514699435,54860
1,2,reorder_rate,0.5197338585124649,0.43224927158749954,20.239383308539825,20.239383308539825,54860
1,3,total_products_purchased,648.5215476720598,157.28939571017753,312.3110428035656,312.3110428035656,20211
1,3,total_orders,52.342932066696356,15.590367054784224,235.7389334244947,235.7389334244947,20211
1,3,unique_products,182.69892632724753,64.53623750660738,183.09510034349674,183.09510034349674,20211
1,3,unique_aisles,54.55662757904112,27.783700032491307,96.36199467760068,96.36199467760068,20211
1,3,dept_pct_babies,0.0167888171592299,0.008967169019383948,87.22538989661317,87.22538989661317,20211
1,3,dept_pct_alcohol,0.0032447426831440757,0.008728342273681565,-62.825212607348156,62.825212607348156,20211
1,3,reorder_rate,0.6952933546050865,0.43224927158749954,60.854719789698784,60.854719789698784,20211
1,3,avg_products_per_aisle,3.3246164784013765,2.070646981589745,60.55930865863446,60.55930865863446,20211
1,3,avg_days_between_orders,7.102515592332159,15.209435406812005,-53.301911593963034,53.301911593963034,20211
1,3,product_exploration_rate,0.3047066453949135,0.5677507284125339,-46.33091070673003,46.33091070673003,20211
1,4,dept_pct_alcohol,0.05978107156113666,0.008728342273681565,584.9075080544629,584.9075080544629,15555
1,4,dept_pct_beverages,0.3396640151158599,0.09682108865015558,250.8161495097113,250.8161495097113,15555
1,4,dept_pct_snacks,0.23540088359981612,0.089089745395239,164.22893292093306,164.22893292093306,15555
1,4,dept_pct_bulk,0.001830881988134344,0.0009623169311968285,90.25769253142889,90.25769253142889,15555
1,4,dept_pct_babies,0.0014882846767455722,0.008967169019383948,-83.40295946771596,83.40295946771596,15555
1,4,dept_pct_dry_goods_pasta,0.004519589253886306,0.025156614043388075,-82.03419090466116,82.03419090466116,15555
1,4,dept_pct_canned_goods,0.006820693407908651,0.032230478311650095,-78.83775306727847,78.83775306727847,15555
1,4,dept_pct_meat_seafood,0.005523581257072544,0.022272585542620623,-75.20008960566044,75.20008960566044,15555
1,4,dept_pct_pets,0.000935565205333561,0.003263264849710491,-71.33039307500394,71.33039307500394,15555
1,4,dept_pct_international,0.00230223470812904,0.008016383577237395,-71.28088138563804,71.28088138563804,15555
1,5,dept_pct_produce,0.5492271058172579,0.27897390404229416,96.87400787637529,96.87400787637529,29607
1,5,dept_pct_pets,0.0004108527992894526,0.003263264849710491,-87.40976236342256,87.40976236342256,29607
1,5,dept_pct_alcohol,0.001990708268475474,0.008728342273681565,-77.19259618773172,77.19259618773172,29607
1,5,dept_pct_babies,0.002609538077810907,0.008967169019383948,-70.89897522651822,70.89897522651822,29607
1,5,dept_pct_bulk,0.001560346092359147,0.0009623169311968285,62.14471987088005,62.14471987088005,29607
1,5,dept_pct_personal_care,0.006587319397423646,0.017010392158749745,-61.27473525626341,61.27473525626341,29607
1,5,dept_pct_household,0.011470480164273843,0.029298901188258005,-60.85013533247855,60.85013533247855,29607
1,5,dept_pct_international,0.0031400783372003993,0.008016383577237395,-60.829240430601594,60.829240430601594,29607
1,5,dept_pct_other,0.0005877674484526581,0.0013609678402277338,-56.81253949731055,56.81253949731055,29607
1,5,total_products_purchased,71.2540615395008,157.28939571017753,-54.69875053064989,54.69875053064989,29607
1,6,dept_pct_breakfast,0.03736711858137594,0.02161258545045461,72.89518029685772,72.89518029685772,32580
1,6,dept_pct_bakery,0.0585839086752386,0.03465675884744448,69.04035640816556,69.04035640816556,32580
1,6,dept_pct_frozen,0.11922967215625888,0.071254303704716,67.32978354592721,67.32978354592721,32580
1,6,total_products_purchased,52.4487722529159,157.28939571017753,-66.65460375373408,66.65460375373408,32580
1,6,dept_pct_international,0.0030042543466522425,0.008016383577237395,-62.52357041418459,62.52357041418459,32580
1,6,dept_pct_deli,0.04859653105502324,0.030989727431604948,56.814967676875895,56.814967676875895,32580
1,6,dept_pct_canned_goods,0.014382609394468034,0.032230478311650095,-55.37574945243905,55.37574945243905,32580
1,6,unique_products,29.0183241252302,64.53623750660738,-55.03561216710343,55.03561216710343,32580
